Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,Customer_Key__c
Nov,3,Monday,Chevrolet,Urban,Thursday,Nov,4,Male,Married,44,Policy Holder,Utility - All Perils,Utility,more than 69000,0,8615,12,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-001226
Dec,1,Thursday,Toyota,Urban,Monday,Dec,2,Male,Married,51,Third Party,Sedan - Liability,Sport,20000 to 29000,0,3291,2,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-001343
Jan,3,Friday,Toyota,Urban,Friday,Jan,5,Female,Married,34,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11839,4,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,CUST-000383
Jul,1,Monday,Toyota,Urban,Tuesday,Jul,1,Female,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,837,16,400,4,more than 30,more than 30,1,4 years,31 to 35,No,No,Internal,none,no change,1 vehicle,1994,Collision,CUST-000624
Nov,2,Thursday,Toyota,Urban,Thursday,Nov,2,Female,Single,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10689,4,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,CUST-000385
Dec,5,Saturday,Honda,Urban,Monday,Jan,2,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5352,11,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-000267
Apr,5,Friday,Mazda,Urban,Monday,May,1,Male,Married,52,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11371,5,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,CUST-001241
Apr,4,Thursday,Honda,Urban,Friday,Apr,4,Male,Single,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12274,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,CUST-000353
May,4,Thursday,Pontiac,Urban,Thursday,May,4,Female,Married,48,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,6703,2,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,CUST-000627
Nov,5,Wednesday,Pontiac,Urban,Thursday,Dec,4,Male,Single,34,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8639,7,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-001341
Dec,2,Monday,Pontiac,Urban,Tuesday,Dec,3,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11516,12,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,CUST-000255
Nov,3,Friday,Pontiac,Urban,Monday,Nov,4,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,10974,6,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,CUST-000954
Sep,2,Tuesday,VW,Urban,Thursday,Sep,3,Male,Single,55,Third Party,Sedan - All Perils,Sedan,more than 69000,0,6873,6,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,CUST-000425
Jun,1,Thursday,Toyota,Urban,Thursday,Jun,3,Female,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14780,1,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,CUST-001068
Apr,1,Sunday,Toyota,Urban,Tuesday,Apr,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4849,2,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-000921
Nov,3,Tuesday,Mazda,Urban,Wednesday,Nov,3,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13335,8,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-000659
Dec,4,Friday,Pontiac,Urban,Friday,Dec,5,Male,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9508,1,400,4,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-001164
Apr,1,Monday,Honda,Urban,Monday,Apr,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10646,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-001331
Mar,1,Wednesday,Honda,Urban,Wednesday,Mar,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6903,15,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-001213
Jul,3,Tuesday,Pontiac,Urban,Tuesday,Jul,3,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6265,7,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,CUST-000281
May,4,Monday,Mazda,Urban,Monday,May,4,Male,Widow,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,150,15,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-001106
Feb,3,Friday,Toyota,Urban,Wednesday,Feb,4,Female,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,512,13,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-001069
Feb,1,Thursday,Pontiac,Urban,Monday,Feb,1,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5221,13,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,CUST-000386
Sep,1,Saturday,Chevrolet,Urban,Tuesday,Sep,2,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3022,15,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-001094
Mar,4,Thursday,Mazda,Urban,Monday,Mar,5,Male,Married,61,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12296,5,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,CUST-000423
Oct,1,Thursday,Pontiac,Urban,Thursday,Oct,3,Male,Married,51,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,5081,14,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,CUST-000569
Mar,1,Monday,Dodge,Urban,Wednesday,Sep,4,Male,Married,30,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,4465,3,700,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-000106
Jan,4,Saturday,VW,Urban,Monday,Jan,4,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,5099,15,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,CUST-001385
Mar,4,Sunday,Mazda,Urban,Wednesday,Apr,3,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15043,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,CUST-001466
Sep,4,Monday,Toyota,Urban,Tuesday,Sep,4,Male,Married,63,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15079,15,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils,CUST-000499
Jun,5,Thursday,Toyota,Urban,Friday,Jul,1,Male,Married,47,Third Party,Sedan - Liability,Sport,30000 to 39000,0,5041,12,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability,CUST-000474
Mar,1,Friday,Honda,Urban,Monday,Mar,2,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8679,2,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,CUST-000481
Jan,3,Tuesday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,9351,2,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-000622
May,3,Monday,Mazda,Urban,Monday,May,3,Female,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1808,16,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-001145
Mar,2,Sunday,BMW,Urban,Monday,Mar,2,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13570,5,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,CUST-000215
Aug,3,Monday,Toyota,Urban,Thursday,Sep,1,Male,Married,32,Third Party,Sedan - Liability,Sport,20000 to 29000,0,14667,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-001387
Mar,2,Tuesday,Toyota,Urban,Wednesday,Mar,2,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5655,12,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-000095
Jun,3,Thursday,Ford,Urban,Tuesday,Jun,3,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,14609,9,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-001366
May,3,Thursday,Honda,Urban,Monday,May,4,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,170,7,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-000345
Nov,2,Sunday,Mazda,Urban,Monday,Nov,2,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10892,2,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,CUST-000555
Jul,4,Tuesday,Accura,Rural,Wednesday,Jul,4,Male,Married,56,Third Party,Sedan - All Perils,Sedan,more than 69000,0,12336,10,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-000956
Dec,2,Wednesday,Pontiac,Urban,Wednesday,Dec,2,Female,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14992,2,400,3,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-000217
Jan,5,Saturday,Honda,Urban,Thursday,Feb,1,Male,Married,44,Third Party,Sedan - Liability,Sport,20000 to 29000,0,15129,7,700,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,CUST-001150
Mar,2,Friday,Honda,Urban,Tuesday,Mar,3,Male,Single,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,759,15,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-000477
Mar,3,Friday,Dodge,Urban,Wednesday,Mar,4,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14656,9,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-000515
Mar,4,Friday,Honda,Urban,Wednesday,Apr,2,Male,Married,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12502,6,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,CUST-000792
Mar,2,Sunday,Toyota,Urban,Monday,Mar,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,10724,3,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,CUST-000297
Mar,3,Monday,Mazda,Urban,Monday,Mar,4,Male,Married,48,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13194,11,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,CUST-000925
Aug,4,Friday,Chevrolet,Rural,Wednesday,Aug,5,Male,Married,61,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3249,12,400,1,more than 30,more than 30,none,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-000146
Dec,3,Tuesday,Toyota,Urban,Monday,Jan,3,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10043,9,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1995,All Perils,CUST-001229
Sep,1,Friday,Honda,Urban,Monday,Sep,2,Male,Married,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14905,2,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,CUST-000279
Jun,2,Tuesday,Pontiac,Urban,Tuesday,Jun,2,Female,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12473,12,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-001374
Oct,3,Saturday,Mazda,Urban,Tuesday,Oct,3,Female,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,7230,4,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,CUST-000214
Jan,3,Sunday,Toyota,Urban,Friday,Jan,3,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15102,5,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,CUST-001061
Mar,3,Wednesday,Honda,Urban,Wednesday,Mar,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,10846,9,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-000632
Aug,3,Monday,Pontiac,Urban,Thursday,Aug,3,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3577,10,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-001302
Dec,4,Friday,Honda,Urban,Tuesday,Dec,4,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13305,9,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,CUST-000941
May,1,Wednesday,Pontiac,Urban,Wednesday,May,2,Male,Single,22,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,477,5,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-001081
Mar,4,Thursday,Chevrolet,Rural,Monday,Mar,4,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8627,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-000539
Jun,3,Thursday,Toyota,Urban,Friday,Jun,3,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13602,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,CUST-001452
Aug,1,Wednesday,Toyota,Urban,Friday,Aug,1,Male,Single,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,14445,13,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,CUST-000695
Aug,3,Tuesday,Chevrolet,Urban,Wednesday,Sep,2,Male,Married,36,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,9606,5,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,CUST-000202
Dec,4,Sunday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9956,3,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,CUST-000073
Apr,1,Monday,Honda,Urban,Tuesday,Apr,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,14014,3,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-000646
Dec,5,Thursday,Toyota,Urban,Tuesday,Jan,4,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14161,12,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,CUST-000236
May,2,Sunday,Mazda,Urban,Tuesday,May,2,Male,Married,35,Third Party,Sedan - Liability,Sport,20000 to 29000,0,10983,2,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,CUST-001305
Apr,4,Sunday,Toyota,Rural,Monday,Apr,4,Male,Single,19,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14345,4,400,1,more than 30,more than 30,1,3 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,CUST-001482
Mar,3,Tuesday,Chevrolet,Urban,Tuesday,Mar,3,Male,Single,31,Third Party,Sedan - All Perils,Sedan,more than 69000,0,5287,2,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-000268
Sep,5,Thursday,Honda,Urban,Wednesday,Oct,1,Male,Married,67,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,352,7,400,2,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,CUST-000511
Nov,4,Friday,Pontiac,Urban,Tuesday,Dec,4,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5310,8,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,CUST-001418
May,2,Friday,Pontiac,Urban,Tuesday,May,5,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,14930,5,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,CUST-000724
Aug,4,Friday,Honda,Urban,Thursday,Oct,1,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,15071,2,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-001026
Jul,3,Saturday,Honda,Urban,Tuesday,Aug,3,Male,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9813,6,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,CUST-001038
Oct,1,Sunday,Ford,Urban,Wednesday,Oct,1,Male,Married,66,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,3012,15,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-000611
Jul,1,Monday,Honda,Urban,Thursday,Jul,5,Female,Married,47,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12831,5,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-001093
Apr,2,Monday,Chevrolet,Urban,Thursday,Apr,3,Male,Single,42,Third Party,Sedan - All Perils,Sedan,more than 69000,0,11478,6,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,CUST-000666
Oct,5,Tuesday,Toyota,Urban,Friday,Nov,1,Male,Single,57,Third Party,Sedan - All Perils,Sedan,more than 69000,0,5426,8,700,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,CUST-001034
Oct,3,Saturday,Honda,Urban,Wednesday,Oct,4,Male,Married,45,Policy Holder,Sport - Collision,Sport,more than 69000,0,4058,4,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-000149
Jun,2,Saturday,Honda,Rural,Wednesday,Jul,3,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12646,14,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-000007
Mar,3,Thursday,Chevrolet,Urban,Tuesday,Mar,4,Female,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4521,12,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-000798
Apr,3,Thursday,Toyota,Urban,Monday,Apr,3,Male,Single,33,Third Party,Sedan - Liability,Sport,30000 to 39000,0,3981,5,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-000556
Sep,2,Monday,Pontiac,Urban,Thursday,Sep,3,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14522,3,400,2,more than 30,more than 30,1,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1996,Collision,CUST-000122
Oct,2,Wednesday,Toyota,Urban,Thursday,Oct,2,Female,Married,49,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2860,3,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-001063
